fecha_siniestro,fecha_pago,estado_siniestro,valor_pagado,reserva,edad,genero,uso_vehiculo,valor_asegurado,antiguedad_vehiculo,ciudad,marca,modelo
2022-11-09,2024-02-09,Cerrado,1072747,0,65,F,Particular,93103032,7,Cartagena,Renault,2016
2022-04-03,2023-01-03,Cerrado,1772927,0,70,M,Particular,58236357,15,Cali,Renault,2019
2021-01-01,2021-05-01,Cerrado,2167428,0,21,F,Particular,98076169,4,Cali,Nissan,2016
2020-07-17,2020-09-17,Cerrado,1165280,0,44,M,Particular,23963950,10,Bogota,Renault,2014
2023-05-06,,Abierto,0,2414406,68,F,Particular,117387796,3,Cartagena,Chevrolet,2006
2023-05-28,2023-08-28,Cerrado,2105403,0,74,F,Comercial,98690766,5,Bogota,Renault,2015
2023-08-27,2024-05-27,Cerrado,1966874,0,43,F,Particular,45372156,9,Cartagena,Toyota,2015
2022-04-04,2022-09-04,Cerrado,1079779,0,30,F,Particular,34261042,14,Cartagena,Toyota,2012
2018-11-22,2019-08-22,Cerrado,1430309,0,53,F,Particular,109126984,0,Cartagena,Mazda,2006
2020-09-21,2021-03-21,Cerrado,833845,0,35,M,Particular,45223241,10,Barranquilla,Toyota,2008
2019-09-05,2021-11-05,Cerrado,1071754,0,34,M,Particular,82695787,16,Cali,Chevrolet,2006
2019-08-19,2020-06-19,Cerrado,791082,0,74,M,Comercial,106295753,1,Barranquilla,Renault,2023
2020-07-09,2020-10-09,Cerrado,2980387,0,36,M,Particular,55948052,10,Cartagena,Mazda,2023
2020-04-21,2020-09-21,Cerrado,31976715,0,45,M,Particular,119259992,9,Medellin,Renault,2023
2021-05-10,2021-06-10,Cerrado,1752185,0,69,M,Particular,117517782,11,Cartagena,Mazda,2020
2018-12-10,2020-11-10,Cerrado,37846717,0,26,M,Particular,111166886,3,Bogota,Nissan,2001
2023-02-20,2023-02-20,Cerrado,2902127,0,42,F,Comercial,26580395,3,Cartagena,Toyota,2006
2020-05-08,2020-05-08,Cerrado,1644204,0,54,M,Comercial,23624935,4,Medellin,Nissan,2007
2021-11-24,2022-05-24,Cerrado,923905,0,74,F,Comercial,59796553,14,Medellin,Nissan,2012
2019-03-21,2019-10-21,Cerrado,2252582,0,64,F,Comercial,38103295,17,Bogota,Nissan,2019
2022-11-24,2023-01-24,Cerrado,2424958,0,65,M,Particular,51812563,19,Barranquilla,Toyota,2009
2018-08-10,2019-03-10,Cerrado,1133620,0,40,F,Particular,31513739,10,Bogota,Chevrolet,2003
2019-08-15,2021-06-15,Cerrado,2158384,0,65,M,Particular,65146332,2,Cali,Mazda,2009
2020-10-27,2021-05-27,Cerrado,1415477,0,36,F,Particular,95007950,12,Cartagena,Nissan,2012
2021-07-19,2021-12-19,Cerrado,35153350,0,43,M,Particular,56485383,9,Bogota,Renault,2014
2020-10-14,2020-11-14,Cerrado,1368669,0,47,F,Particular,100518333,4,Medellin,Toyota,2011
2023-08-26,2023-10-26,Cerrado,1963519,0,42,F,Particular,106907109,7,Cali,Toyota,2002
2021-12-18,2022-06-18,Cerrado,2825232,0,48,M,Particular,61432486,7,Medellin,Renault,2000
2023-08-08,2024-01-08,Cerrado,954599,0,59,F,Comercial,110966110,15,Medellin,Toyota,2019
2019-06-08,2019-12-08,Cerrado,2619898,0,65,F,Particular,21562977,5,Cali,Chevrolet,2022
2023-08-31,2024-02-29,Cerrado,30482214,0,71,M,Particular,117280116,7,Medellin,Chevrolet,2002
2024-03-25,2024-07-25,Cerrado,1233970,0,22,M,Comercial,26413737,9,Cartagena,Toyota,2011
2022-12-14,2023-08-14,Cerrado,757013,0,20,F,Particular,112561192,9,Medellin,Renault,2018
2021-08-04,2021-10-04,Cerrado,755406,0,36,M,Particular,116482664,11,Barranquilla,Chevrolet,2007
2021-07-30,2022-12-30,Cerrado,2635959,0,71,M,Particular,56996375,16,Cartagena,Renault,2009
2024-09-17,2024-11-17,Cerrado,2774228,0,65,F,Particular,101994181,0,Medellin,Toyota,2014
2020-12-25,2021-05-25,Cerrado,39486622,0,46,F,Particular,92387975,7,Cartagena,Chevrolet,2001
2022-07-31,2022-09-30,Cerrado,1973967,0,42,F,Particular,89254193,4,Cartagena,Toyota,2011
2019-03-13,2019-10-13,Cerrado,2745528,0,54,M,Particular,71863394,7,Bogota,Renault,2021
2020-04-08,2020-09-08,Cerrado,2259203,0,37,F,Particular,96669063,7,Barranquilla,Mazda,2017
2018-09-16,2019-01-16,Cerrado,2338361,0,62,F,Particular,31700271,14,Barranquilla,Renault,2019
2023-06-27,2023-11-27,Cerrado,836343,0,22,M,Comercial,30710265,4,Cali,Mazda,2020
2023-06-13,2023-11-13,Cerrado,2594066,0,51,F,Particular,95690559,15,Cartagena,Toyota,2003
2018-04-13,2019-09-13,Cerrado,746921,0,52,M,Particular,59810401,6,Cali,Nissan,2006
2020-09-19,2020-10-19,Cerrado,992700,0,28,M,Particular,81770658,2,Barranquilla,Nissan,2019
2020-02-08,2020-11-08,Cerrado,1667474,0,41,F,Particular,42271899,4,Barranquilla,Renault,2007
2021-01-29,2021-09-29,Cerrado,1331893,0,73,M,Particular,91292877,6,Cali,Mazda,2017
2021-05-06,2021-09-06,Cerrado,2254279,0,53,M,Particular,86075565,0,Cartagena,Nissan,2010
2024-03-23,,Abierto,0,33524715,62,M,Particular,51804291,18,Cali,Chevrolet,2010
2024-11-15,,Abierto,0,1667883,53,F,Particular,66231241,0,Cartagena,Renault,2009
2018-08-25,2018-11-25,Cerrado,2238109,0,57,M,Particular,99981428,12,Medellin,Toyota,2007
2021-02-18,2021-06-18,Cerrado,2791460,0,25,M,Particular,69456526,19,Cali,Chevrolet,2023
2024-12-28,,Abierto,0,1062440,20,F,Comercial,23383749,8,Barranquilla,Chevrolet,2009
2020-02-06,2022-07-06,Cerrado,2100086,0,20,F,Particular,48647898,14,Cartagena,Nissan,2021
2020-09-17,2021-04-17,Cerrado,2738745,0,46,M,Particular,51578586,19,Cartagena,Renault,2015
2022-10-26,2024-03-26,Cerrado,2256297,0,18,F,Particular,26097195,9,Bogota,Toyota,2013
2024-05-09,,Abierto,0,1270122,43,M,Particular,24114781,1,Bogota,Chevrolet,2000
2024-03-29,2024-08-29,Cerrado,1997457,0,42,M,Comercial,92808888,3,Medellin,Mazda,2019
2019-05-11,2019-10-11,Cerrado,34012437,0,59,M,Particular,58322379,5,Bogota,Renault,2013
2020-11-13,2021-02-13,Cerrado,1869524,0,56,F,Particular,99739838,4,Medellin,Mazda,2000
2022-09-23,2023-04-23,Cerrado,31229645,0,39,F,Particular,26661670,11,Cartagena,Mazda,2006
2024-12-24,,Abierto,0,1610986,68,M,Particular,44841154,3,Cartagena,Renault,2007
2023-09-04,2024-04-04,Cerrado,36747417,0,50,F,Comercial,32939901,8,Barranquilla,Nissan,2007
2024-05-24,,Abierto,0,1971722,70,M,Particular,95541022,19,Barranquilla,Renault,2015
2018-12-04,2019-09-04,Cerrado,1809276,0,50,F,Comercial,109544064,16,Medellin,Nissan,2017
2023-04-22,2023-12-22,Cerrado,2365967,0,55,M,Particular,43352422,6,Cartagena,Mazda,2014
2022-12-23,2024-03-23,Cerrado,745480,0,20,F,Comercial,41662924,11,Medellin,Mazda,2012
2018-05-17,2019-02-17,Cerrado,966706,0,48,M,Particular,113737051,2,Medellin,Renault,2021
2024-12-30,,Abierto,0,1582806,37,M,Particular,59409141,11,Cali,Mazda,2005
2024-03-24,2024-09-24,Cerrado,2271987,0,38,F,Particular,54716160,4,Barranquilla,Nissan,2010
2018-11-16,2018-12-16,Cerrado,1157314,0,58,F,Comercial,32162728,19,Medellin,Mazda,2003
2023-02-07,2023-07-07,Cerrado,34733756,0,32,M,Particular,66880526,1,Cali,Renault,2009
2020-07-04,2021-01-04,Cerrado,1642461,0,21,M,Particular,106597328,5,Cali,Chevrolet,2006
2021-04-20,2021-09-20,Cerrado,35481068,0,56,M,Particular,44038880,12,Bogota,Nissan,2009
2023-03-13,2023-12-13,Cerrado,1823237,0,56,F,Particular,20116161,8,Cartagena,Mazda,2005
2023-11-04,2024-01-04,Cerrado,797519,0,50,F,Particular,21621671,16,Bogota,Toyota,2012
2020-07-14,2021-04-14,Cerrado,750556,0,51,M,Particular,79596745,19,Cartagena,Renault,2006
2023-10-02,2024-07-02,Cerrado,941671,0,67,F,Particular,48672505,8,Cali,Renault,2002
2021-06-12,2023-05-12,Cerrado,2722651,0,39,M,Particular,56471020,0,Cali,Nissan,2023
2023-06-06,2023-10-06,Cerrado,2456974,0,67,M,Particular,116637378,12,Bogota,Chevrolet,2002
2019-03-09,2019-05-09,Cerrado,1309716,0,72,M,Particular,26966050,9,Bogota,Toyota,2018
2020-09-25,2021-06-25,Cerrado,842567,0,37,M,Particular,58843594,4,Medellin,Chevrolet,2007
2023-11-18,2024-06-18,Cerrado,2121821,0,42,M,Particular,73248942,12,Medellin,Nissan,2014
2020-09-16,2021-05-16,Cerrado,773313,0,56,M,Particular,101967675,18,Cali,Toyota,2007
2019-08-22,2022-08-22,Cerrado,718295,0,60,F,Particular,113114350,14,Medellin,Mazda,2015
2024-09-16,2024-11-16,Cerrado,897220,0,56,M,Comercial,80839374,15,Cali,Chevrolet,2005
2019-01-31,2019-06-30,Cerrado,2973345,0,72,F,Comercial,85815474,17,Cartagena,Chevrolet,2019
2019-02-19,2019-04-19,Cerrado,2027981,0,73,M,Particular,117205526,1,Bogota,Renault,2004
2020-07-27,2022-01-27,Cerrado,2803390,0,69,F,Particular,45399748,14,Cartagena,Renault,2018
2022-06-25,2022-06-25,Cerrado,2527745,0,61,M,Comercial,54116636,5,Bogota,Chevrolet,2022
2024-11-15,2024-12-15,Cerrado,1610220,0,44,M,Comercial,100908057,9,Barranquilla,Renault,2015
2019-06-25,2019-09-25,Cerrado,2074085,0,68,F,Comercial,97326920,9,Bogota,Nissan,2020
2022-07-08,2023-04-08,Cerrado,2973058,0,63,F,Particular,24359403,13,Medellin,Renault,2000
2023-04-30,2023-11-30,Cerrado,950521,0,44,F,Particular,107542183,4,Medellin,Chevrolet,2010
2018-03-25,2018-07-25,Cerrado,1598465,0,58,M,Comercial,119159591,5,Medellin,Toyota,2003
2018-09-28,2018-10-28,Cerrado,37343314,0,52,F,Particular,94385545,18,Cartagena,Mazda,2016
2024-04-10,2024-08-10,Cerrado,2938460,0,65,F,Particular,35179277,4,Medellin,Toyota,2005
2019-01-23,2019-10-23,Cerrado,2731948,0,68,M,Comercial,79796052,17,Cartagena,Chevrolet,2000
2018-08-02,2018-12-02,Cerrado,1392408,0,47,M,Particular,95250330,4,Cartagena,Renault,2017
2018-02-28,2018-07-28,Cerrado,2288058,0,21,M,Particular,92195762,3,Cali,Nissan,2022
2022-06-14,2023-01-14,Cerrado,38676016,0,50,F,Particular,66707281,0,Cartagena,Renault,2016
2020-04-22,2022-05-22,Cerrado,39740965,0,63,F,Comercial,96792903,11,Cartagena,Renault,2003
2022-03-08,2022-06-08,Cerrado,2457161,0,43,F,Comercial,28280577,5,Cartagena,Renault,2003
2022-09-26,2023-02-26,Cerrado,2255744,0,42,M,Particular,58891452,4,Cali,Mazda,2022
2018-05-03,2018-08-03,Cerrado,1651522,0,63,F,Particular,21507825,19,Barranquilla,Mazda,2008
2021-12-07,2022-05-07,Cerrado,2729981,0,38,M,Comercial,43718647,7,Bogota,Mazda,2020
2021-03-08,2021-11-08,Cerrado,1755421,0,57,M,Particular,30345997,17,Barranquilla,Toyota,2000
2024-10-22,,Abierto,0,1550276,30,F,Particular,81139132,17,Medellin,Renault,2021
2019-07-16,2020-09-16,Cerrado,2015562,0,61,F,Particular,63111177,2,Medellin,Toyota,2005
2023-12-06,2024-06-06,Cerrado,2702772,0,62,M,Particular,52590383,2,Cali,Nissan,2010
2022-10-04,2023-02-04,Cerrado,818184,0,40,F,Particular,108682142,5,Barranquilla,Renault,2009
2020-06-23,2021-03-23,Cerrado,1480814,0,70,F,Particular,44682608,15,Medellin,Mazda,2008
2019-01-30,2019-06-30,Cerrado,1271757,0,44,F,Comercial,84128404,16,Cali,Toyota,2008
2022-09-23,2023-03-23,Cerrado,933324,0,40,M,Particular,48687104,2,Cali,Chevrolet,2016
2022-09-13,,Abierto,0,1607124,52,M,Comercial,52191349,8,Barranquilla,Mazda,2016
2020-07-23,2021-04-23,Cerrado,1775334,0,50,M,Particular,51087242,12,Cali,Nissan,2017
2021-01-06,2022-06-06,Cerrado,2327638,0,71,F,Particular,92113438,5,Bogota,Renault,2015
2021-12-06,2022-07-06,Cerrado,2825818,0,72,F,Particular,99405847,9,Medellin,Chevrolet,2019
2018-03-16,2018-07-16,Cerrado,882240,0,30,F,Particular,74031319,13,Cartagena,Renault,2005
2018-10-22,2021-09-22,Cerrado,2152710,0,59,F,Particular,116068861,5,Barranquilla,Nissan,2010
2018-01-21,2018-04-21,Cerrado,2492958,0,37,F,Particular,41532453,18,Cartagena,Toyota,2017
2020-11-04,2022-06-04,Cerrado,1093938,0,25,F,Particular,88858185,12,Cali,Toyota,2003
2021-05-19,2023-06-19,Cerrado,2071132,0,42,M,Comercial,94019554,3,Cali,Mazda,2004
2019-07-14,2020-07-14,Cerrado,1422157,0,28,M,Particular,23512161,9,Barranquilla,Nissan,2018
2021-01-14,2021-02-14,Cerrado,1896187,0,20,F,Particular,87767377,18,Medellin,Toyota,2011
2021-03-18,2022-08-18,Cerrado,33106143,0,42,F,Particular,58765400,1,Barranquilla,Nissan,2015
2019-01-07,2019-09-07,Cerrado,2095528,0,74,F,Comercial,54119956,12,Cartagena,Toyota,2005
2023-07-21,2024-03-21,Cerrado,824348,0,30,F,Particular,41139021,0,Cartagena,Nissan,2023
2020-03-28,2020-12-28,Cerrado,2781957,0,54,M,Particular,71290222,6,Bogota,Nissan,2018
2021-03-20,2021-09-20,Cerrado,34309775,0,61,F,Particular,29475261,19,Cali,Renault,2009
2021-03-10,2021-06-10,Cerrado,859078,0,73,M,Comercial,66446613,6,Cali,Renault,2015
2020-12-28,2021-07-28,Cerrado,1289929,0,49,F,Comercial,21004520,0,Cali,Chevrolet,2020
2021-07-07,2021-08-07,Cerrado,883896,0,18,M,Comercial,100327437,17,Barranquilla,Mazda,2016
2023-07-05,2024-03-05,Cerrado,1270352,0,56,F,Particular,31490218,19,Bogota,Chevrolet,2010
2020-04-25,2020-10-25,Cerrado,2671685,0,26,M,Particular,51256653,19,Bogota,Toyota,2004
2023-06-15,2023-12-15,Cerrado,2339136,0,66,F,Particular,77898640,1,Medellin,Toyota,2002
2019-06-05,2019-08-05,Cerrado,1520938,0,19,F,Particular,83588357,3,Bogota,Chevrolet,2007
2019-01-06,2019-01-06,Cerrado,2973008,0,56,F,Particular,41832437,13,Cartagena,Nissan,2023
2021-12-13,2022-07-13,Cerrado,36959089,0,32,M,Particular,31994051,13,Medellin,Chevrolet,2008
2018-04-11,2018-12-11,Cerrado,835771,0,72,F,Comercial,85511012,18,Cartagena,Chevrolet,2021
2019-10-23,2020-04-23,Cerrado,2356838,0,31,F,Particular,57375829,3,Medellin,Nissan,2014
2022-08-09,2023-05-09,Cerrado,2138248,0,26,F,Particular,51197636,17,Medellin,Nissan,2019
2018-08-31,2019-03-31,Cerrado,2807208,0,43,F,Particular,21312141,13,Cartagena,Chevrolet,2022
2019-05-27,2020-09-27,Cerrado,2624196,0,70,F,Particular,112615177,5,Cartagena,Chevrolet,2022
2024-03-23,2024-06-23,Cerrado,1081543,0,39,M,Particular,50862610,14,Cartagena,Toyota,2020
2022-03-22,2022-06-22,Cerrado,2460492,0,46,F,Comercial,86871884,1,Medellin,Renault,2016
2024-03-11,2024-06-11,Cerrado,1788866,0,73,F,Comercial,52951037,17,Cartagena,Renault,2020
2023-10-16,2023-10-16,Cerrado,1394933,0,38,M,Particular,79430196,3,Barranquilla,Toyota,2000
2019-01-31,2020-12-31,Cerrado,715580,0,22,F,Particular,29245264,4,Medellin,Chevrolet,2002
2019-09-04,2022-09-04,Cerrado,1149431,0,53,M,Particular,44100325,1,Cartagena,Mazda,2008
2021-06-14,2022-06-14,Cerrado,2613068,0,69,F,Particular,97803409,16,Barranquilla,Toyota,2011
2023-02-01,2023-07-01,Cerrado,2075187,0,64,F,Particular,37067827,0,Cali,Mazda,2007
2020-02-09,2020-06-09,Cerrado,809001,0,48,F,Particular,33934757,10,Medellin,Renault,2020
2021-11-23,2022-08-23,Cerrado,955159,0,64,F,Particular,30982917,11,Cali,Renault,2003
2019-02-11,2019-08-11,Cerrado,2846938,0,19,M,Comercial,39273976,19,Medellin,Chevrolet,2015
2023-02-16,,Abierto,0,2686929,67,M,Particular,83178442,15,Bogota,Chevrolet,2016
2022-02-12,2022-05-12,Cerrado,2069851,0,45,F,Particular,78712169,6,Bogota,Toyota,2003
2024-03-19,2024-07-19,Cerrado,2888992,0,62,M,Comercial,116597044,5,Cartagena,Renault,2022
2021-03-25,2024-03-25,Cerrado,1397113,0,37,M,Particular,61633626,15,Cali,Mazda,2021
2019-10-16,2022-08-16,Cerrado,1089503,0,33,M,Particular,79630384,7,Bogota,Toyota,2012
2024-10-11,,Abierto,0,38479512,52,F,Particular,117321783,1,Cartagena,Nissan,2021
2021-03-27,2021-08-27,Cerrado,968014,0,54,F,Comercial,89269486,19,Medellin,Nissan,2002
2020-09-03,2021-12-03,Cerrado,1660685,0,55,M,Particular,59743142,7,Barranquilla,Nissan,2016
2021-12-10,2022-03-10,Cerrado,1605747,0,46,M,Particular,47550216,3,Bogota,Toyota,2000
2024-08-15,2024-11-15,Cerrado,36623657,0,63,M,Comercial,37470293,6,Medellin,Mazda,2012
2021-09-29,2022-03-29,Cerrado,1313950,0,60,F,Particular,82376549,10,Medellin,Toyota,2010
2018-08-17,2020-02-17,Cerrado,1119729,0,59,F,Comercial,102895588,12,Barranquilla,Nissan,2017
2024-05-16,2024-06-16,Cerrado,2030617,0,20,F,Particular,65553322,4,Cartagena,Renault,2005
2023-03-09,2023-10-09,Cerrado,2434968,0,32,M,Particular,60500812,18,Cali,Renault,2015
2021-08-06,2022-03-06,Cerrado,2137266,0,32,F,Comercial,73460922,0,Barranquilla,Nissan,2006
2020-12-06,2021-07-06,Cerrado,1676127,0,19,F,Particular,34800458,9,Cartagena,Renault,2008
2020-09-01,2020-11-01,Cerrado,1383547,0,70,M,Comercial,57282101,3,Barranquilla,Mazda,2016
2022-10-05,2022-10-05,Cerrado,780846,0,23,F,Comercial,83130661,8,Medellin,Nissan,2012
2020-01-28,2021-11-28,Cerrado,31331465,0,60,F,Particular,66657830,3,Bogota,Chevrolet,2007
2018-11-17,2019-06-17,Cerrado,2637335,0,74,M,Particular,54757576,1,Medellin,Chevrolet,2020
2024-05-10,,Abierto,0,1598659,56,F,Particular,53026077,11,Bogota,Mazda,2014
2019-07-10,2019-11-10,Cerrado,612248,0,53,F,Particular,34789453,4,Cartagena,Nissan,2004
2020-04-23,2020-04-23,Cerrado,698691,0,40,F,Particular,28821495,16,Cali,Renault,2014
2021-08-29,2021-11-29,Cerrado,1304988,0,54,F,Particular,70084051,2,Bogota,Chevrolet,2023
2021-10-18,2021-10-18,Cerrado,1960807,0,53,F,Particular,116715549,4,Barranquilla,Mazda,2012
2019-10-30,2019-10-30,Cerrado,2251658,0,66,F,Particular,37388733,3,Barranquilla,Chevrolet,2010
2024-08-24,2024-10-24,Cerrado,1423021,0,26,M,Particular,75932864,11,Cartagena,Nissan,2001
2023-04-27,2023-11-27,Cerrado,2306847,0,34,M,Particular,106048652,17,Cali,Renault,2012
2023-06-28,2024-06-28,Cerrado,2705092,0,25,F,Comercial,73090678,3,Barranquilla,Chevrolet,2016
2023-04-15,2024-04-15,Cerrado,2328031,0,73,F,Particular,39081054,6,Barranquilla,Renault,2008
2020-01-16,2022-05-16,Cerrado,31998492,0,37,F,Particular,33068505,13,Cartagena,Chevrolet,2008
2019-11-06,2020-07-06,Cerrado,2003359,0,67,M,Particular,60727673,16,Cali,Mazda,2011
2023-12-04,2023-12-04,Cerrado,2221824,0,53,F,Comercial,69868534,6,Medellin,Renault,2003
2020-12-01,2021-04-01,Cerrado,2502957,0,69,M,Particular,36885163,9,Cartagena,Renault,2021
2024-08-23,2024-09-23,Cerrado,2861069,0,63,F,Particular,39215278,13,Bogota,Renault,2017
2024-11-18,,Abierto,0,1964591,19,F,Particular,20575184,11,Cali,Mazda,2011
2024-05-16,2024-06-16,Cerrado,1039835,0,29,M,Particular,62512857,15,Bogota,Chevrolet,2018
2019-09-10,2019-10-10,Cerrado,797207,0,21,F,Particular,89145635,11,Bogota,Chevrolet,2001
2023-12-06,2023-12-06,Cerrado,2230910,0,29,F,Particular,83104227,11,Cali,Renault,2015
2024-06-14,,Abierto,0,1802120,73,M,Particular,54146870,1,Cartagena,Mazda,2009
2023-11-18,2024-08-18,Cerrado,32748415,0,55,M,Particular,101437733,5,Medellin,Renault,2003
2024-04-27,2024-08-27,Cerrado,1231536,0,22,M,Particular,29902106,13,Cartagena,Mazda,2003
2020-09-19,2021-01-19,Cerrado,2859873,0,64,F,Particular,104135191,13,Barranquilla,Renault,2018
2021-08-21,2021-08-21,Cerrado,37966483,0,70,M,Comercial,108434455,17,Barranquilla,Toyota,2006
2021-10-09,2021-11-09,Cerrado,2008532,0,48,M,Particular,59172054,1,Bogota,Nissan,2007
2018-10-13,2019-01-13,Cerrado,1362788,0,19,M,Particular,102011863,16,Bogota,Chevrolet,2017
2024-07-03,2024-11-03,Cerrado,2737129,0,38,M,Particular,96570497,14,Barranquilla,Nissan,2023
2023-10-12,2024-05-12,Cerrado,2899555,0,66,M,Comercial,46125418,13,Bogota,Nissan,2019
2019-11-18,2020-03-18,Cerrado,639745,0,21,F,Particular,39038008,2,Cartagena,Mazda,2023
2021-07-29,2024-01-29,Cerrado,1956304,0,40,M,Particular,67693368,8,Bogota,Mazda,2017
2022-01-04,2022-05-04,Cerrado,2753970,0,69,F,Comercial,92122471,17,Bogota,Nissan,2012
2020-01-08,2022-06-08,Cerrado,2234456,0,22,F,Particular,97948440,4,Barranquilla,Mazda,2023
2023-05-13,2024-02-13,Cerrado,2256212,0,43,M,Particular,119896852,3,Barranquilla,Chevrolet,2004
2023-03-10,,Abierto,0,1757138,56,M,Particular,102249256,10,Bogota,Nissan,2016
2024-11-28,,Abierto,0,2989835,26,M,Particular,102136763,2,Medellin,Toyota,2021
2022-01-25,2022-08-25,Cerrado,1576950,0,62,M,Particular,112207943,12,Medellin,Toyota,2009
2023-10-02,2024-04-02,Cerrado,976555,0,25,M,Particular,111562013,9,Bogota,Renault,2009
2019-05-01,2019-08-01,Cerrado,2784370,0,62,M,Particular,103206472,19,Cali,Toyota,2020
2022-02-22,2022-05-22,Cerrado,600806,0,45,F,Particular,65423296,17,Medellin,Mazda,2012
2023-06-25,2023-08-25,Cerrado,1566302,0,54,M,Particular,73933230,19,Bogota,Chevrolet,2022
2021-10-19,2022-02-19,Cerrado,976007,0,33,M,Comercial,29447158,6,Bogota,Renault,2020
2024-09-22,2024-10-22,Cerrado,1597538,0,51,M,Particular,58820796,19,Cali,Mazda,2016
2020-10-27,2021-02-27,Cerrado,2961467,0,19,F,Particular,23206096,18,Bogota,Toyota,2018
2022-11-01,2024-01-01,Cerrado,2780603,0,34,M,Particular,71149454,4,Medellin,Renault,2008
2019-10-30,2021-05-30,Cerrado,1579738,0,31,M,Particular,72258530,2,Barranquilla,Renault,2010
2021-05-05,2022-01-05,Cerrado,2941273,0,30,M,Particular,102629821,19,Cartagena,Renault,2000
2020-04-14,2020-07-14,Cerrado,1411674,0,41,M,Particular,91924616,18,Barranquilla,Toyota,2019
2020-05-25,2020-08-25,Cerrado,1247948,0,47,M,Particular,95287943,5,Bogota,Mazda,2003
2024-08-11,2024-11-11,Cerrado,1619456,0,73,F,Comercial,117387423,9,Medellin,Nissan,2007
2020-09-28,2021-03-28,Cerrado,1602741,0,51,F,Particular,104415906,4,Barranquilla,Mazda,2010
2018-09-07,2021-06-07,Cerrado,995854,0,50,F,Particular,37303067,5,Cartagena,Renault,2019
2023-04-24,2023-05-24,Cerrado,1321895,0,57,F,Particular,52790092,7,Cartagena,Nissan,2017
2022-06-07,2022-12-07,Cerrado,2622468,0,72,M,Particular,66334687,8,Barranquilla,Toyota,2004
2021-06-17,2022-02-17,Cerrado,1452462,0,70,F,Comercial,94171314,9,Bogota,Chevrolet,2016
2024-08-24,2024-11-24,Cerrado,1506950,0,35,M,Particular,25654277,12,Cali,Nissan,2008
2020-05-21,2023-01-21,Cerrado,2768469,0,29,F,Comercial,28760991,16,Cartagena,Renault,2010
2020-04-14,2020-08-14,Cerrado,2608820,0,33,M,Particular,39445460,4,Bogota,Chevrolet,2020
2020-07-07,2022-10-07,Cerrado,1481608,0,27,M,Particular,24770670,4,Cali,Renault,2005
2022-09-21,2023-04-21,Cerrado,735547,0,33,M,Comercial,77077765,14,Medellin,Renault,2020
2024-11-07,2024-11-07,Cerrado,1195037,0,39,M,Particular,91823581,5,Bogota,Renault,2022
2024-08-10,2024-11-10,Cerrado,649218,0,52,F,Particular,55301916,2,Bogota,Chevrolet,2012
2021-08-06,2021-08-06,Cerrado,1673605,0,21,F,Comercial,82007171,17,Barranquilla,Toyota,2018
2023-03-13,2023-07-13,Cerrado,1440670,0,33,F,Comercial,55787351,5,Cali,Renault,2006
2019-02-07,2021-05-07,Cerrado,33405358,0,38,M,Comercial,95937842,18,Bogota,Toyota,2009
2023-10-07,2024-07-07,Cerrado,2712792,0,71,F,Comercial,106040608,5,Bogota,Toyota,2012
2021-08-20,2022-03-20,Cerrado,2698506,0,18,M,Comercial,51890152,15,Cali,Chevrolet,2000
2021-02-12,2021-08-12,Cerrado,1017853,0,67,M,Particular,42046934,0,Cartagena,Toyota,2023
2018-07-29,2018-11-29,Cerrado,781162,0,56,M,Particular,47759192,9,Bogota,Mazda,2006
2020-11-30,2021-01-30,Cerrado,1073229,0,61,F,Particular,89993734,11,Cartagena,Nissan,2001
2020-03-26,2020-03-26,Cerrado,2311480,0,56,M,Particular,73555221,6,Bogota,Mazda,2007
2024-01-30,2024-03-30,Cerrado,2360307,0,59,F,Particular,85867063,12,Cali,Chevrolet,2011
2018-08-22,2018-12-22,Cerrado,2280127,0,23,M,Particular,20663497,7,Bogota,Mazda,2003
2020-03-03,2020-09-03,Cerrado,2611136,0,53,F,Particular,67090874,10,Cali,Renault,2004
2023-03-23,2023-05-23,Cerrado,37790769,0,50,M,Particular,34569980,13,Cali,Chevrolet,2016
2022-06-02,,Abierto,0,793924,42,F,Particular,67634187,3,Cartagena,Mazda,2005
2023-12-07,2023-12-07,Cerrado,1225469,0,60,F,Particular,114321564,5,Cali,Toyota,2016
2018-12-01,2019-01-01,Cerrado,1610487,0,53,M,Comercial,46336562,14,Medellin,Chevrolet,2005
2021-09-21,2022-05-21,Cerrado,2322559,0,52,F,Particular,35359618,6,Cartagena,Toyota,2002
2022-06-28,2023-03-28,Cerrado,2069665,0,19,M,Particular,23714987,17,Bogota,Renault,2020
2021-01-02,2023-10-02,Cerrado,2481591,0,24,M,Particular,31714095,0,Medellin,Toyota,2014
2021-04-29,2021-10-29,Cerrado,1757548,0,73,M,Particular,66061086,3,Bogota,Nissan,2015
2018-11-20,2019-01-20,Cerrado,969595,0,34,F,Particular,64789120,19,Medellin,Mazda,2006
2022-11-26,,Abierto,0,2918353,43,F,Particular,33852014,14,Barranquilla,Toyota,2000
2018-10-11,2021-08-11,Cerrado,2360782,0,61,F,Particular,54527120,16,Cali,Mazda,2004
2018-08-01,2020-10-01,Cerrado,843197,0,54,F,Particular,83634028,13,Barranquilla,Mazda,2019
2022-07-17,2024-02-17,Cerrado,2125792,0,72,F,Particular,103095637,0,Medellin,Toyota,2021
2022-10-08,2022-10-08,Cerrado,1546419,0,36,F,Particular,96665350,6,Barranquilla,Nissan,2020
