ClienteID,Edad,Genero,Ciudad,UsoVehiculo,MarcaAuto,ModeloAuto,ValorAsegurado,AntiguedadVehiculo
2075,19,F,Bogota,Particular,Hyundai,2020,69031146,19
2076,55,F,Cali,Particular,Renault,2005,77101742,7
2077,56,F,Bucaramanga,Particular,Nissan,2012,65067753,17
2078,43,M,Cali,Particular,Nissan,2017,91544368,15
2079,63,M,Bucaramanga,Particular,Kia,2011,89312953,18
2080,67,F,Bogota,Particular,Ford,2006,106495575,0
2081,32,M,Bucaramanga,Particular,Hyundai,2017,30964714,13
2082,51,F,Manizales,Particular,Ford,2016,88668167,5
2083,59,F,Manizales,Comercial,Mazda,2021,75252245,11
2084,61,M,Cali,Comercial,Kia,2013,89550689,0
2085,66,M,Barranquilla,Particular,Toyota,2014,139019999,18
2086,57,M,Manizales,Comercial,Kia,2007,131114338,0
2087,28,M,Cali,Particular,Mazda,2015,147064472,5
2088,20,F,Barranquilla,Particular,Nissan,2016,54915014,15
2089,23,F,Medellin,Particular,Mazda,2011,70981453,14
2090,26,M,Cali,Particular,Mazda,2014,39885483,11
2091,23,M,Manizales,Particular,Renault,2014,100138396,5
2092,26,M,Manizales,Particular,Ford,2014,73258212,14
2093,56,M,Bucaramanga,Particular,Nissan,2008,27799780,17
2094,48,F,Barranquilla,Particular,Ford,2014,63903494,0
2095,49,F,Manizales,Particular,Hyundai,2014,21221600,19
2096,58,F,Bucaramanga,Particular,Toyota,2008,91946623,15
2097,67,F,Barranquilla,Particular,Hyundai,2011,148712656,10
2098,29,F,Cali,Particular,Renault,2022,149048274,8
2099,25,F,Cali,Particular,Nissan,2007,67084824,15
2100,25,F,Bucaramanga,Particular,Kia,2019,87824135,15
2101,67,M,Cali,Particular,Renault,2009,130851019,0
2102,45,F,Bucaramanga,Particular,Hyundai,2013,27282050,18
2103,37,M,Bogota,Comercial,Chevrolet,2016,125691422,17
2104,64,M,Barranquilla,Particular,Ford,2020,28474347,1
2105,24,M,Bucaramanga,Particular,Renault,2015,69455559,6
2106,28,F,Barranquilla,Particular,Chevrolet,2021,145697091,16
2107,37,F,Bogota,Particular,Chevrolet,2007,57626655,6
2108,33,F,Barranquilla,Comercial,Toyota,2019,72504710,2
2109,21,F,Bucaramanga,Particular,Mazda,2008,140512653,12
2110,23,M,Cali,Comercial,Mazda,2013,134152865,11
2111,39,F,Barranquilla,Particular,Ford,2012,23228868,12
2112,43,M,Barranquilla,Particular,Mazda,2022,68264715,5
2113,20,F,Manizales,Particular,Ford,2008,62166308,16
2114,58,F,Manizales,Particular,Chevrolet,2009,144477722,14
2115,59,M,Bogota,Particular,Hyundai,2013,137575764,3
2116,31,M,Medellin,Particular,Mazda,2020,58427000,17
2117,28,M,Cali,Particular,Toyota,2008,108166988,2
2118,35,F,Bucaramanga,Particular,Mazda,2020,54986584,19
2119,29,F,Bogota,Particular,Ford,2009,38905633,12
2120,40,M,Bucaramanga,Particular,Kia,2011,59854889,0
2121,29,F,Bucaramanga,Particular,Toyota,2015,145191999,19
2122,30,M,Barranquilla,Particular,Chevrolet,2011,21347307,11
2123,42,F,Bogota,Comercial,Chevrolet,2010,57371896,3
2124,62,M,Bogota,Particular,Mazda,2023,26821423,11
2125,68,M,Manizales,Particular,Kia,2021,43208976,18
2126,36,F,Cali,Particular,Kia,2010,124410772,18
2127,63,M,Medellin,Particular,Renault,2023,104020494,4
2128,53,F,Bucaramanga,Particular,Renault,2021,110505753,1
2129,62,F,Cali,Particular,Mazda,2016,122475680,0
2130,25,M,Manizales,Particular,Toyota,2016,55756130,4
2131,46,M,Cali,Particular,Chevrolet,2017,86681689,9
2132,49,F,Bucaramanga,Particular,Toyota,2010,77844875,16
2133,68,F,Barranquilla,Particular,Kia,2023,144420603,13
2134,61,M,Barranquilla,Comercial,Ford,2005,110826773,4
2135,35,M,Bucaramanga,Particular,Kia,2017,90092745,3
2136,23,M,Manizales,Particular,Kia,2009,90458312,12
2137,35,F,Manizales,Particular,Chevrolet,2005,130946531,15
2138,36,F,Bogota,Comercial,Nissan,2007,116126817,12
2139,39,F,Medellin,Particular,Renault,2007,67619284,17
2140,54,M,Barranquilla,Particular,Nissan,2019,88050272,6
2141,49,M,Medellin,Particular,Mazda,2019,60070217,7
2142,58,F,Cali,Particular,Renault,2008,98816172,4
2143,20,F,Cali,Comercial,Ford,2012,69768698,15
2144,45,M,Bucaramanga,Comercial,Ford,2007,45477822,13
2145,27,F,Bucaramanga,Particular,Kia,2012,115233563,2
2146,68,M,Bucaramanga,Particular,Toyota,2016,119346897,5
2147,52,M,Manizales,Particular,Toyota,2022,101919950,12
2148,46,M,Barranquilla,Particular,Kia,2017,76053543,16
2149,32,F,Medellin,Particular,Chevrolet,2012,85812061,18
2150,50,F,Cali,Particular,Nissan,2021,147577048,10
2151,24,M,Medellin,Particular,Chevrolet,2013,92644540,9
2152,29,M,Barranquilla,Particular,Nissan,2011,128472625,8
2153,66,F,Medellin,Particular,Nissan,2019,141362013,10
2154,47,M,Medellin,Comercial,Chevrolet,2020,64840399,1
2155,38,F,Manizales,Particular,Mazda,2012,42480137,5
2156,48,F,Bucaramanga,Particular,Hyundai,2020,116088856,10
2157,41,F,Manizales,Particular,Ford,2023,71414923,8
2158,37,M,Manizales,Particular,Toyota,2020,43742951,16
2159,54,M,Medellin,Particular,Nissan,2018,134278262,13
2160,21,M,Medellin,Particular,Hyundai,2020,118553344,19
2161,45,M,Manizales,Particular,Toyota,2005,86241608,2
2162,61,F,Medellin,Particular,Nissan,2022,66736595,16
2163,37,M,Manizales,Particular,Nissan,2022,97689637,3
2164,41,F,Bogota,Particular,Nissan,2005,73055057,9
2165,67,M,Manizales,Particular,Mazda,2021,71403484,12
2166,66,M,Cali,Particular,Toyota,2011,119120292,0
2167,68,M,Cali,Particular,Mazda,2010,73359034,8
2168,49,M,Medellin,Particular,Mazda,2017,39531632,2
2169,58,M,Manizales,Particular,Renault,2011,23408267,14
2170,53,F,Manizales,Particular,Toyota,2012,59238564,9
2171,51,M,Bucaramanga,Particular,Mazda,2016,136502111,11
2172,53,M,Bucaramanga,Particular,Renault,2020,120166155,0
2173,19,M,Bucaramanga,Particular,Toyota,2007,148128567,13
2174,32,M,Manizales,Particular,Chevrolet,2011,113806436,1
2175,51,M,Manizales,Comercial,Toyota,2010,22362278,7
2176,53,F,Cali,Particular,Kia,2017,142793163,2
2177,23,M,Barranquilla,Comercial,Hyundai,2018,70060727,9
2178,56,F,Medellin,Particular,Kia,2017,120838368,8
2179,59,M,Cali,Particular,Hyundai,2012,44020279,4
2180,68,F,Bucaramanga,Particular,Chevrolet,2023,84321018,0
2181,68,M,Cali,Particular,Hyundai,2018,29107562,4
2182,29,M,Cali,Comercial,Chevrolet,2009,48762015,11
2183,20,F,Cali,Particular,Toyota,2022,118821664,19
2184,62,M,Bucaramanga,Particular,Kia,2008,85917847,6
2185,35,F,Barranquilla,Particular,Renault,2005,95819678,10
2186,57,M,Bogota,Particular,Toyota,2005,50745789,0
2187,38,F,Medellin,Particular,Nissan,2013,102160622,15
2188,32,F,Medellin,Particular,Toyota,2023,99407069,2
2189,50,F,Cali,Particular,Hyundai,2005,141460185,4
2190,52,M,Barranquilla,Particular,Nissan,2019,108477185,7
2191,43,F,Bucaramanga,Particular,Nissan,2017,121045299,18
2192,25,M,Bogota,Particular,Toyota,2011,120334160,15
2193,53,F,Bogota,Comercial,Ford,2018,130924416,10
2194,65,F,Cali,Particular,Mazda,2006,35530803,8
2195,47,F,Cali,Comercial,Renault,2017,117011038,10
2196,40,M,Bucaramanga,Particular,Renault,2012,116919931,17
2197,59,M,Bucaramanga,Particular,Chevrolet,2016,120786268,11
2198,61,M,Manizales,Particular,Kia,2017,38348490,10
2199,31,F,Bucaramanga,Particular,Mazda,2007,70356716,6
2200,31,M,Cali,Particular,Ford,2023,69013891,17
2201,19,M,Barranquilla,Comercial,Kia,2016,39764067,5
2202,54,F,Cali,Particular,Ford,2006,121101575,7
2203,22,F,Cali,Particular,Nissan,2022,149298787,12
2204,55,M,Bogota,Particular,Nissan,2020,32420014,2
2205,62,M,Bucaramanga,Particular,Kia,2013,82440084,2
2206,58,M,Medellin,Particular,Renault,2021,148874826,14
2207,64,F,Bucaramanga,Particular,Mazda,2022,37491339,7
2208,31,F,Manizales,Comercial,Hyundai,2023,82799065,14
2209,56,F,Barranquilla,Particular,Ford,2011,95855194,0
2210,42,F,Barranquilla,Particular,Nissan,2008,147844129,2
2211,37,F,Bucaramanga,Comercial,Mazda,2012,64607177,11
2212,19,M,Bucaramanga,Particular,Ford,2005,77681657,8
2213,56,M,Cali,Particular,Chevrolet,2014,52694216,6
2214,23,M,Medellin,Particular,Toyota,2008,97182310,0
2215,34,F,Cali,Particular,Renault,2021,105928268,10
2216,42,F,Bogota,Particular,Mazda,2011,46226379,9
2217,45,M,Bogota,Particular,Chevrolet,2005,22381904,18
2218,19,M,Barranquilla,Particular,Hyundai,2020,29682499,1
2219,52,M,Barranquilla,Particular,Kia,2014,144745791,12
2220,54,F,Medellin,Particular,Kia,2015,28592998,16
2221,22,F,Barranquilla,Particular,Chevrolet,2010,22616859,1
2222,18,F,Manizales,Comercial,Renault,2005,81497128,0
2223,57,F,Bogota,Particular,Kia,2013,110672723,2
2224,29,F,Medellin,Particular,Ford,2015,112004806,9
2225,53,M,Bogota,Particular,Renault,2010,56490743,0
2226,62,M,Bucaramanga,Particular,Renault,2023,124009287,13
2227,40,F,Bucaramanga,Particular,Kia,2017,51045090,5
2228,64,F,Medellin,Particular,Hyundai,2021,120493788,17
2229,48,M,Cali,Particular,Ford,2018,129619982,19
2230,28,F,Manizales,Particular,Toyota,2008,54144094,13
2231,27,F,Manizales,Comercial,Ford,2011,116783563,11
2232,20,M,Barranquilla,Particular,Mazda,2019,81074068,10
2233,31,F,Medellin,Particular,Toyota,2014,24754479,14
2234,33,F,Manizales,Particular,Kia,2009,103124687,5
2235,27,M,Barranquilla,Particular,Mazda,2017,68840358,1
2236,46,F,Bogota,Particular,Renault,2019,43798047,13
2237,27,F,Cali,Particular,Nissan,2007,22710533,4
2238,29,M,Barranquilla,Particular,Hyundai,2023,81646167,14
2239,47,M,Bucaramanga,Particular,Renault,2007,143694431,4
2240,58,F,Bucaramanga,Comercial,Nissan,2023,111714961,9
2241,18,M,Bogota,Comercial,Hyundai,2016,107161015,13
2242,22,M,Medellin,Comercial,Nissan,2018,70140011,17
2243,37,F,Barranquilla,Particular,Toyota,2012,95867593,1
2244,25,M,Bogota,Particular,Toyota,2022,112886748,16
2245,60,F,Bucaramanga,Particular,Toyota,2008,108233480,5
2246,29,M,Bucaramanga,Particular,Chevrolet,2015,20957324,0
2247,18,M,Bucaramanga,Particular,Ford,2021,139651570,3
2248,37,F,Cali,Particular,Toyota,2023,29762842,19
2249,45,F,Cali,Particular,Hyundai,2008,107998052,14
2250,60,F,Bucaramanga,Particular,Hyundai,2010,110089095,3
2251,54,M,Manizales,Particular,Toyota,2006,64084404,4
2252,64,F,Medellin,Particular,Renault,2011,125369153,18
2253,54,F,Cali,Comercial,Toyota,2023,99234793,14
2254,29,M,Barranquilla,Comercial,Toyota,2018,48154883,13
2255,54,M,Cali,Particular,Ford,2020,128427721,12
2256,66,M,Barranquilla,Comercial,Kia,2012,87052301,17
2257,66,F,Cali,Particular,Nissan,2022,125349144,0
2258,61,M,Bucaramanga,Particular,Kia,2013,89499560,10
2259,45,M,Barranquilla,Comercial,Nissan,2008,69115597,11
2260,64,F,Medellin,Particular,Mazda,2018,35361225,2
2261,32,M,Cali,Comercial,Chevrolet,2022,76163015,15
2262,23,M,Cali,Particular,Ford,2009,99436421,3
2263,61,F,Bucaramanga,Particular,Ford,2005,145699844,15
2264,37,M,Barranquilla,Particular,Ford,2010,126533780,5
2265,67,F,Manizales,Particular,Hyundai,2008,68213168,7
2266,31,F,Bucaramanga,Particular,Mazda,2023,46151830,5
2267,19,F,Barranquilla,Particular,Ford,2021,112493860,3
2268,26,F,Cali,Particular,Toyota,2010,27834706,1
2269,54,F,Cali,Particular,Hyundai,2009,140957748,7
2270,37,M,Cali,Particular,Hyundai,2010,111972784,2
2271,43,F,Cali,Particular,Chevrolet,2005,120670675,15
2272,46,F,Bogota,Particular,Chevrolet,2022,147054462,5
2273,18,F,Cali,Particular,Nissan,2019,51121033,16
2274,52,F,Cali,Particular,Mazda,2020,21633489,2
2275,23,M,Manizales,Particular,Ford,2013,109151379,13
2276,54,M,Manizales,Particular,Kia,2009,47050927,0
2277,22,M,Barranquilla,Comercial,Hyundai,2015,104899594,6
2278,50,F,Cali,Particular,Renault,2009,64786254,9
2279,66,M,Cali,Particular,Mazda,2010,35751263,19
2280,68,M,Barranquilla,Particular,Hyundai,2006,44618122,1
2281,31,F,Cali,Particular,Nissan,2014,104876531,13
2282,29,F,Cali,Particular,Chevrolet,2008,45268444,7
2283,59,M,Bucaramanga,Particular,Toyota,2018,49581799,19
2284,37,M,Bogota,Particular,Chevrolet,2007,121187878,5
2285,67,M,Barranquilla,Particular,Chevrolet,2017,55250560,4
2286,41,M,Bucaramanga,Particular,Chevrolet,2019,47349567,11
2287,60,F,Manizales,Particular,Toyota,2020,60665646,10
2288,51,F,Medellin,Particular,Ford,2009,38691930,19
2289,42,F,Medellin,Particular,Kia,2014,35060962,17
2290,67,F,Manizales,Particular,Kia,2007,83648903,0
2291,46,F,Bogota,Comercial,Hyundai,2020,39388491,0
2292,56,M,Medellin,Particular,Ford,2012,22291837,4
2293,48,F,Bogota,Comercial,Hyundai,2020,53386843,6
2294,64,F,Medellin,Particular,Mazda,2009,70179887,11
2295,60,M,Medellin,Particular,Chevrolet,2015,102256338,4
2296,67,F,Bucaramanga,Particular,Nissan,2023,45652700,13
2297,40,M,Medellin,Particular,Chevrolet,2020,131054837,19
2298,61,F,Manizales,Particular,Toyota,2018,33138025,8
2299,55,F,Bogota,Particular,Renault,2015,87212137,17
2300,37,F,Cali,Particular,Ford,2018,61848785,17
2301,40,M,Cali,Particular,Renault,2020,125724285,9
2302,62,F,Cali,Comercial,Chevrolet,2022,85628385,16
2303,69,M,Bogota,Particular,Renault,2007,140610418,4
2304,33,F,Bogota,Particular,Renault,2007,58408594,4
2305,67,F,Cali,Particular,Chevrolet,2005,125193559,0
2306,59,M,Manizales,Particular,Kia,2016,26633439,5
2307,25,M,Medellin,Comercial,Kia,2011,37959233,6
2308,67,F,Cali,Particular,Ford,2015,33639231,10
2309,38,M,Barranquilla,Particular,Nissan,2017,51872863,0
2310,18,F,Bogota,Particular,Ford,2018,27796551,2
2311,25,F,Barranquilla,Particular,Hyundai,2016,52519276,12
2312,46,M,Barranquilla,Comercial,Kia,2010,145243772,15
2313,49,M,Bogota,Particular,Chevrolet,2010,26642621,12
2314,55,M,Cali,Particular,Nissan,2011,73889972,8
2315,22,F,Manizales,Particular,Renault,2010,49732040,5
2316,64,M,Bucaramanga,Particular,Chevrolet,2013,74607766,17
2317,39,F,Barranquilla,Particular,Mazda,2021,81438326,2
2318,64,M,Cali,Particular,Nissan,2021,70914076,18
2319,51,M,Bucaramanga,Particular,Renault,2019,99474052,17
2320,18,M,Barranquilla,Particular,Chevrolet,2005,105245223,4
2321,43,M,Cali,Comercial,Ford,2018,142041503,2
2322,60,M,Barranquilla,Particular,Nissan,2006,103801447,4
2323,27,F,Cali,Particular,Ford,2011,69369858,10
2324,47,M,Manizales,Particular,Hyundai,2017,142935817,9
2325,67,M,Medellin,Particular,Hyundai,2011,42551719,13
2326,35,F,Medellin,Particular,Renault,2022,109377396,18
2327,34,F,Bogota,Particular,Kia,2010,96499804,18
2328,43,F,Bucaramanga,Particular,Hyundai,2023,116504748,3
2329,25,F,Barranquilla,Comercial,Toyota,2013,61995858,9
2330,64,M,Barranquilla,Particular,Mazda,2014,57155160,17
2331,57,M,Cali,Particular,Ford,2008,63900883,16
2332,66,F,Bucaramanga,Particular,Toyota,2016,65219566,7
2333,29,M,Barranquilla,Comercial,Toyota,2017,36876005,4
2334,44,F,Bucaramanga,Particular,Nissan,2022,68459437,7
2335,25,F,Bucaramanga,Particular,Toyota,2017,146826313,7
2336,42,M,Medellin,Particular,Renault,2022,133982642,3
2337,63,M,Barranquilla,Particular,Mazda,2009,82704778,9
2338,21,F,Barranquilla,Comercial,Renault,2020,34751949,18
2339,50,M,Bogota,Particular,Kia,2014,47633330,8
2340,18,F,Bucaramanga,Particular,Chevrolet,2018,32737502,14
2341,36,F,Cali,Particular,Toyota,2019,44321924,19
2342,48,F,Medellin,Particular,Renault,2015,141895530,5
2343,33,F,Bogota,Particular,Chevrolet,2012,74648731,17
2344,31,M,Medellin,Particular,Renault,2021,77386450,11
2345,65,F,Cali,Particular,Nissan,2007,129485088,6
2346,22,F,Bogota,Comercial,Kia,2005,33404289,11
2347,58,F,Medellin,Particular,Mazda,2011,21136245,13
2348,43,M,Cali,Particular,Chevrolet,2006,101744476,13
2349,45,F,Manizales,Comercial,Mazda,2014,20077905,10
2350,19,F,Bogota,Particular,Ford,2022,65117549,16
2351,67,M,Cali,Particular,Renault,2011,69127433,17
2352,23,F,Bogota,Particular,Nissan,2009,103873463,2
2353,26,F,Barranquilla,Particular,Toyota,2008,43964389,18
2354,50,F,Barranquilla,Particular,Renault,2018,103805582,5
2355,58,F,Medellin,Comercial,Ford,2007,147705813,7
2356,42,M,Bucaramanga,Particular,Kia,2017,108275866,2
2357,65,M,Manizales,Particular,Renault,2007,78123733,19
2358,30,M,Bucaramanga,Comercial,Kia,2012,70530964,8
2359,26,F,Cali,Particular,Renault,2022,116134558,11
2360,30,M,Bogota,Particular,Toyota,2023,148960188,7
2361,48,M,Barranquilla,Comercial,Mazda,2008,80970111,7
2362,58,F,Bucaramanga,Particular,Renault,2014,35222241,0
2363,28,M,Barranquilla,Particular,Chevrolet,2007,76618437,6
2364,21,M,Manizales,Particular,Ford,2016,148915724,9
2365,51,M,Cali,Particular,Hyundai,2010,120929959,15
2366,55,F,Manizales,Particular,Chevrolet,2023,63945486,3
2367,63,F,Manizales,Particular,Nissan,2008,31514586,12
2368,21,M,Cali,Comercial,Chevrolet,2007,149184635,16
2369,55,M,Bogota,Particular,Kia,2022,94969530,10
2370,36,F,Manizales,Particular,Renault,2012,134022622,14
2371,23,F,Bucaramanga,Particular,Ford,2006,66837615,15
2372,51,F,Cali,Particular,Mazda,2011,51916457,8
2373,35,F,Cali,Particular,Nissan,2015,100577174,15
2374,30,M,Barranquilla,Particular,Renault,2010,103135295,11
2375,58,F,Medellin,Particular,Hyundai,2023,83129965,8
2376,40,M,Manizales,Comercial,Renault,2007,125884770,14
2377,36,F,Bucaramanga,Particular,Hyundai,2017,149112373,16
2378,62,F,Bogota,Particular,Hyundai,2006,117297927,11
2379,28,F,Manizales,Particular,Chevrolet,2009,30173430,9
2380,18,F,Bogota,Particular,Hyundai,2019,20723040,5
2381,41,M,Barranquilla,Comercial,Hyundai,2014,77007771,5
2382,24,M,Manizales,Particular,Toyota,2010,43937606,0
2383,42,M,Bogota,Particular,Nissan,2018,131678435,1
2384,38,F,Manizales,Particular,Nissan,2005,91871978,9
2385,32,M,Cali,Particular,Mazda,2013,75128460,7
2386,18,F,Manizales,Particular,Toyota,2014,32441769,17
2387,29,F,Bucaramanga,Particular,Kia,2015,125743518,9
2388,24,M,Manizales,Particular,Renault,2023,128709900,8
2389,32,F,Bogota,Particular,Mazda,2013,34935842,19
2390,38,F,Bucaramanga,Particular,Kia,2016,70355319,10
2391,36,M,Bogota,Particular,Chevrolet,2010,146235953,3
2392,46,F,Medellin,Particular,Mazda,2020,136171078,4
2393,42,F,Medellin,Particular,Mazda,2017,92817045,6
2394,50,M,Bucaramanga,Particular,Chevrolet,2010,147192999,16
2395,66,M,Medellin,Comercial,Ford,2017,23827635,8
2396,49,F,Medellin,Particular,Hyundai,2019,48171745,14
2397,66,M,Cali,Particular,Chevrolet,2022,55769480,5
2398,52,F,Bogota,Particular,Renault,2020,149552287,4
2399,61,M,Medellin,Particular,Chevrolet,2013,51099362,12
2400,55,F,Bucaramanga,Comercial,Nissan,2022,134127362,16
2401,43,M,Cali,Comercial,Mazda,2014,25619391,0
2402,28,M,Medellin,Particular,Nissan,2016,147608852,17
2403,52,F,Manizales,Comercial,Ford,2009,20913277,13
2404,25,M,Bucaramanga,Particular,Nissan,2006,133314040,11
2405,63,M,Bogota,Particular,Chevrolet,2013,30825292,3
2406,31,F,Manizales,Particular,Renault,2022,59344480,7
2407,27,M,Medellin,Comercial,Nissan,2005,121329827,5
2408,19,M,Bucaramanga,Particular,Ford,2018,145962505,19
2409,63,M,Manizales,Particular,Hyundai,2007,87790563,16
2410,26,F,Bucaramanga,Particular,Hyundai,2015,126893713,0
2411,20,M,Barranquilla,Particular,Kia,2022,54121438,6
2412,38,F,Manizales,Comercial,Toyota,2006,140810220,5
2413,43,F,Bucaramanga,Particular,Kia,2021,69275367,16
2414,25,M,Manizales,Particular,Renault,2007,81363456,16
2415,65,F,Barranquilla,Particular,Kia,2011,42160286,13
2416,19,F,Bogota,Particular,Hyundai,2007,75431065,1
2417,23,F,Bogota,Particular,Nissan,2019,51432655,15
2418,45,F,Cali,Particular,Nissan,2008,131944229,12
2419,46,M,Manizales,Particular,Toyota,2019,51775414,15
2420,43,M,Barranquilla,Particular,Hyundai,2007,32343883,12
2421,42,M,Bucaramanga,Particular,Nissan,2015,130844911,10
2422,29,F,Cali,Particular,Kia,2007,107238570,0
2423,22,F,Manizales,Particular,Chevrolet,2022,106352938,12
2424,51,M,Cali,Particular,Hyundai,2018,134064434,11
2425,65,F,Manizales,Particular,Nissan,2013,137816412,4
2426,54,M,Bogota,Particular,Kia,2019,79902777,14
2427,32,F,Bucaramanga,Particular,Kia,2012,24783675,2
2428,61,M,Barranquilla,Particular,Nissan,2012,138253259,3
2429,53,M,Bogota,Particular,Ford,2012,80124164,14
2430,32,M,Cali,Particular,Nissan,2018,58728745,14
2431,60,F,Medellin,Particular,Renault,2010,141945345,13
2432,65,M,Cali,Particular,Renault,2017,59849403,8
2433,40,F,Medellin,Comercial,Hyundai,2011,90227851,5
2434,23,F,Manizales,Particular,Mazda,2019,28514957,10
2435,63,M,Bogota,Comercial,Ford,2014,45313838,15
2436,67,M,Manizales,Particular,Kia,2016,22957277,12
2437,61,F,Barranquilla,Particular,Nissan,2009,122925346,10
2438,60,F,Bucaramanga,Particular,Chevrolet,2007,22399790,1
2439,62,M,Medellin,Particular,Mazda,2009,138630779,17
2440,38,M,Bucaramanga,Comercial,Kia,2016,57462544,8
2441,40,F,Manizales,Particular,Mazda,2007,134962818,14
2442,60,M,Bogota,Particular,Kia,2005,40445256,13
2443,33,M,Bogota,Comercial,Kia,2021,132932795,9
2444,64,M,Manizales,Particular,Mazda,2014,140287174,6
2445,32,M,Manizales,Particular,Renault,2010,34151999,3
2446,42,F,Bogota,Particular,Ford,2017,34117715,14
2447,53,F,Barranquilla,Particular,Kia,2019,45225148,19
2448,28,M,Medellin,Particular,Hyundai,2006,61634813,17
2449,68,M,Bucaramanga,Particular,Ford,2006,26497611,11
2450,32,F,Cali,Particular,Mazda,2021,50042118,5
2451,21,F,Manizales,Particular,Toyota,2023,125596380,5
2452,38,F,Manizales,Particular,Ford,2005,91854965,11
2453,30,F,Bogota,Particular,Renault,2009,126852669,4
2454,39,F,Bucaramanga,Particular,Chevrolet,2020,38996124,8
2455,36,M,Bucaramanga,Particular,Nissan,2009,87866233,1
2456,51,M,Barranquilla,Particular,Kia,2014,71878780,11
2457,31,F,Medellin,Particular,Toyota,2014,87333137,10
2458,21,F,Barranquilla,Particular,Kia,2005,129022977,2
2459,65,M,Barranquilla,Particular,Toyota,2013,56897455,8
2460,69,F,Bucaramanga,Particular,Hyundai,2022,86547722,7
2461,63,F,Medellin,Particular,Renault,2011,87692313,1
2462,44,M,Medellin,Particular,Kia,2023,84059005,4
2463,46,M,Medellin,Particular,Nissan,2020,47966426,15
2464,64,M,Bogota,Particular,Toyota,2010,103477434,8
2465,45,M,Medellin,Particular,Renault,2014,113254373,7
2466,52,F,Bucaramanga,Particular,Nissan,2009,123872083,3
2467,25,M,Bogota,Particular,Kia,2017,27749463,13
2468,33,F,Cali,Particular,Toyota,2016,118303462,11
2469,59,F,Manizales,Particular,Chevrolet,2021,114133132,18
2470,53,F,Barranquilla,Particular,Ford,2006,140344069,18
2471,47,F,Medellin,Particular,Toyota,2009,78056231,18
2472,35,M,Cali,Particular,Hyundai,2014,44296612,12
2473,19,F,Medellin,Particular,Chevrolet,2005,143474040,18
2474,66,F,Barranquilla,Particular,Nissan,2016,38703424,2
2475,30,F,Bucaramanga,Particular,Ford,2018,57882163,7
2476,21,M,Bucaramanga,Particular,Chevrolet,2012,24113153,13
2477,43,M,Barranquilla,Particular,Toyota,2021,42333480,6
2478,42,M,Cali,Particular,Ford,2015,111950909,3
2479,47,M,Bogota,Particular,Mazda,2006,140544285,16
2480,28,M,Manizales,Particular,Chevrolet,2009,147243351,12
2481,24,F,Manizales,Particular,Hyundai,2022,74999784,11
2482,48,M,Manizales,Particular,Hyundai,2013,21256229,8
2483,61,F,Bogota,Particular,Toyota,2013,49129434,6
2484,27,M,Medellin,Particular,Kia,2014,50127389,12
2485,56,F,Barranquilla,Comercial,Toyota,2008,60700029,2
2486,30,M,Barranquilla,Particular,Chevrolet,2021,42647432,7
2487,48,F,Bogota,Particular,Nissan,2016,97398005,10
2488,24,M,Cali,Particular,Renault,2007,70004580,4
2489,66,F,Manizales,Particular,Mazda,2008,114292239,9
2490,59,F,Barranquilla,Particular,Toyota,2011,66677922,1
2491,59,F,Bucaramanga,Comercial,Mazda,2015,65475675,1
2492,53,F,Bucaramanga,Particular,Mazda,2008,55390283,2
2493,37,F,Barranquilla,Particular,Hyundai,2010,28938315,5
2494,21,F,Manizales,Comercial,Hyundai,2005,90712370,15
2495,24,M,Manizales,Comercial,Kia,2005,93707512,18
2496,18,M,Manizales,Comercial,Chevrolet,2010,36776200,19
2497,61,F,Cali,Particular,Ford,2005,112030876,14
2498,62,F,Bucaramanga,Particular,Hyundai,2019,33563250,9
2499,59,F,Cali,Comercial,Mazda,2005,34342834,11
2500,64,F,Bogota,Comercial,Ford,2010,139840980,12
2501,30,F,Medellin,Particular,Hyundai,2013,118591376,14
2502,39,F,Manizales,Particular,Toyota,2010,25557920,6
2503,38,F,Bogota,Particular,Chevrolet,2021,60122145,15
2504,39,M,Medellin,Particular,Hyundai,2022,143429977,12
2505,45,F,Bucaramanga,Particular,Toyota,2005,24389365,0
2506,26,F,Medellin,Particular,Chevrolet,2020,113248865,8
2507,43,M,Medellin,Particular,Kia,2020,117879653,0
2508,26,M,Barranquilla,Particular,Hyundai,2005,29537112,5
2509,32,F,Medellin,Particular,Chevrolet,2011,84773043,13
2510,27,M,Barranquilla,Particular,Toyota,2018,136258738,18
2511,41,M,Medellin,Comercial,Toyota,2019,76967393,3
2512,59,M,Barranquilla,Particular,Chevrolet,2010,20832123,2
2513,25,F,Bucaramanga,Particular,Toyota,2021,121208113,4
2514,41,F,Bucaramanga,Particular,Nissan,2021,137903919,13
2515,33,M,Medellin,Particular,Renault,2010,97673772,17
2516,66,F,Cali,Comercial,Kia,2017,146847054,1
2517,43,F,Bucaramanga,Particular,Hyundai,2015,85773249,15
2518,44,F,Bogota,Particular,Renault,2023,109167702,3
2519,54,M,Bogota,Particular,Hyundai,2014,120746796,3
2520,21,M,Barranquilla,Particular,Ford,2006,59740229,10
2521,67,M,Cali,Comercial,Mazda,2012,29823078,6
2522,41,M,Manizales,Particular,Mazda,2019,136330273,15
2523,36,F,Barranquilla,Particular,Chevrolet,2013,56888484,17
2524,53,F,Medellin,Particular,Renault,2017,98890938,10
2525,56,F,Bucaramanga,Comercial,Nissan,2019,73525677,4
